league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
FRA-Ligue 1,2025-26,Marseille,Jon Rowe,ENG,FW,22-123,2003,0.7,20,29,69.0,247,54,14,16,87.5,5,6,83.3,0,4,0.0,0,0.0,0.0,0.0,0,0,2,0,2
FRA-Ligue 1,2025-26,Marseille,Leonardo Balerdi,ARG,DF,26-217,1999,2.0,184,191,96.3,3119,1129,78,81,96.3,97,97,100.0,7,11,63.6,0,0.0,0.1,0.0,1,16,0,0,9
FRA-Ligue 1,2025-26,Marseille,Mason Greenwood,ENG,FW,23-334,2001,2.0,96,116,82.8,1891,656,44,49,89.8,34,45,75.6,17,20,85.0,2,0.6,0.4,1.4,8,14,8,1,24
FRA-Ligue 1,2025-26,Marseille,Michael Amir Murillo,PAN,"DF,MF",29-201,1996,1.9,93,106,87.7,1577,381,46,53,86.8,38,39,97.4,9,11,81.8,0,0.2,0.2,-0.2,2,3,3,2,5
FRA-Ligue 1,2025-26,Marseille,Pierre Højbjerg,DEN,MF,30-026,1995,2.0,198,214,92.5,3191,877,96,100,96.0,90,96,93.8,9,12,75.0,0,0.0,0.1,0.0,0,32,2,0,17
FRA-Ligue 1,2025-26,Marseille,Pierre-Emerick Aubameyang,GAB,FW,36-074,1989,1.1,18,22,81.8,219,13,8,12,66.7,6,6,100.0,0,0,,0,0.0,0.1,0.0,0,1,1,0,1
FRA-Ligue 1,2025-26,Marseille,Robinio Vaz,FRA,FW,18-195,2007,0.2,1,4,25.0,13,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Marseille,Timothy Weah,USA,"FW,DF",25-190,2000,1.2,52,59,88.1,741,109,35,38,92.1,14,16,87.5,3,5,60.0,0,0.1,0.2,-0.1,2,5,1,1,6
FRA-Ligue 1,2025-26,Marseille,Ulisses Garcia,SUI,DF,29-232,1996,1.1,48,53,90.6,734,115,27,28,96.4,19,22,86.4,2,3,66.7,0,0.0,0.0,0.0,0,2,0,0,2
FRA-Ligue 1,2025-26,Metz,Alpha Amadou Touré,SEN,"DF,MF",19-218,2006,0.8,36,42,85.7,572,107,19,19,100.0,15,17,88.2,2,4,50.0,0,0.1,0.1,-0.1,1,1,0,0,3
FRA-Ligue 1,2025-26,Metz,Benjamin Stambouli,FRA,MF,35-018,1990,2.0,63,87,72.4,1165,356,27,29,93.1,24,28,85.7,8,19,42.1,0,0.0,0.0,0.0,1,7,1,0,5
FRA-Ligue 1,2025-26,Metz,Boubacar Traoré,MLI,MF,24-011,2001,1.9,73,81,90.1,1243,297,37,39,94.9,23,27,85.2,9,9,100.0,0,0.0,0.0,0.0,0,4,0,0,1
FRA-Ligue 1,2025-26,Metz,Brian Madjo,LUX,FW,16-231,2009,1.5,8,14,57.1,98,13,3,5,60.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
FRA-Ligue 1,2025-26,Metz,Cheikh Tidiane Sabaly,SEN,FW,26-180,1999,0.8,12,18,66.7,184,27,7,8,87.5,5,9,55.6,0,0,,0,0.0,0.0,0.0,0,2,0,0,1
FRA-Ligue 1,2025-26,Metz,Gauthier Hein,FRA,"MF,FW",29-024,1996,1.0,58,62,93.5,1233,185,24,25,96.0,20,21,95.2,14,16,87.5,0,0.0,0.1,0.0,1,4,1,1,7
FRA-Ligue 1,2025-26,Metz,Giorgi Abuashvili,GEO,FW,22-204,2003,0.7,28,29,96.6,502,110,15,15,100.0,11,12,91.7,2,2,100.0,0,0.0,0.0,0.0,1,4,1,1,4
FRA-Ligue 1,2025-26,Metz,Heorhii Tsitaishvili,GEO,"DF,FW",24-286,2000,1.7,36,53,67.9,523,136,22,26,84.6,10,15,66.7,2,7,28.6,0,0.1,0.2,-0.1,2,1,1,1,1
FRA-Ligue 1,2025-26,Metz,Ibou Sané,SEN,"FW,MF",20-156,2005,0.5,12,13,92.3,132,34,8,8,100.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,1,1,0,1
FRA-Ligue 1,2025-26,Metz,Idrissa Guèye,SEN,FW,18-349,2006,0.5,2,6,33.3,31,0,1,3,33.3,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Metz,Jean-Philippe Gbamin,CIV,DF,29-340,1995,2.0,112,123,91.1,2396,1060,41,41,100.0,54,54,100.0,16,26,61.5,0,0.2,0.0,-0.2,1,5,0,0,4
FRA-Ligue 1,2025-26,Metz,Jessy Deminguet,FRA,MF,27-236,1998,0.8,11,18,61.1,125,19,9,10,90.0,2,6,33.3,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Metz,Jonathan Fischer,DEN,GK,23-295,2001,2.0,54,65,83.1,1240,640,11,11,100.0,31,31,100.0,12,23,52.2,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Metz,Joseph Nduquidi,FRA,MF,20-304,2004,0.1,2,4,50.0,25,4,1,1,100.0,1,2,50.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Metz,Koffi Kouao,CIV,DF,27-103,1998,1.9,52,61,85.2,911,362,22,24,91.7,24,26,92.3,4,7,57.1,0,0.3,0.2,-0.3,3,4,2,2,3
FRA-Ligue 1,2025-26,Metz,Maxime Colin,FRA,DF,33-289,1991,0.1,10,12,83.3,168,37,6,6,100.0,2,3,66.7,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,1
FRA-Ligue 1,2025-26,Metz,Michel Mboula,GAB,DF,22-123,2003,1.4,57,72,79.2,1102,392,24,27,88.9,26,28,92.9,7,12,58.3,0,0.0,0.0,0.0,0,2,0,0,5
FRA-Ligue 1,2025-26,Metz,Morgan Bokelé Mputu,CMR,FW,21-171,2004,0.3,13,16,81.3,171,41,9,9,100.0,4,6,66.7,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,3
FRA-Ligue 1,2025-26,Metz,Sadibou Sané,SEN,DF,21-082,2004,2.0,112,121,92.6,2181,760,40,42,95.2,55,58,94.8,16,19,84.2,0,0.0,0.0,0.0,0,3,0,0,4
FRA-Ligue 1,2025-26,Monaco,Aladji Bamba,FRA,MF,19-048,2006,0.0,14,14,100.0,229,62,7,7,100.0,6,6,100.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,1
FRA-Ligue 1,2025-26,Monaco,Aleksandr Golovin,RUS,"MF,FW",29-093,1996,1.8,80,96,83.3,1114,191,45,47,95.7,29,33,87.9,1,5,20.0,0,0.0,0.1,0.0,0,5,2,0,8
FRA-Ligue 1,2025-26,Monaco,Caio Henrique Oliveira Silva,BRA,DF,28-031,1997,1.9,77,111,69.4,1116,349,46,54,85.2,24,37,64.9,4,13,30.8,0,0.0,0.1,0.0,0,4,1,0,8
FRA-Ligue 1,2025-26,Monaco,Christian Mawissa,FRA,DF,20-135,2005,2.0,160,171,93.6,2527,600,76,80,95.0,76,77,98.7,5,9,55.6,0,0.0,0.0,0.0,0,8,0,0,2
FRA-Ligue 1,2025-26,Monaco,Denis Zakaria,SUI,MF,28-284,1996,2.0,98,108,90.7,1473,344,57,58,98.3,34,40,85.0,4,5,80.0,1,1.0,0.1,0.0,3,13,2,0,8
FRA-Ligue 1,2025-26,Monaco,Eliesse Ben Seghir,MAR,"MF,FW",20-196,2005,0.5,19,26,73.1,281,80,10,12,83.3,8,10,80.0,1,4,25.0,0,0.0,0.0,0.0,0,1,2,0,2
FRA-Ligue 1,2025-26,Monaco,Eric Dier,ENG,DF,31-228,1994,2.0,155,163,95.1,2870,957,54,54,100.0,86,87,98.9,14,19,73.7,0,0.0,0.0,0.0,1,9,0,0,9
FRA-Ligue 1,2025-26,Monaco,Folarin Balogun,USA,FW,24-059,2001,1.0,13,17,76.5,199,41,8,10,80.0,3,4,75.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1
FRA-Ligue 1,2025-26,Monaco,George Ilenikhena,NGA,FW,19-015,2006,0.1,2,3,66.7,31,6,1,2,50.0,1,1,100.0,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0
FRA-Ligue 1,2025-26,Monaco,Jordan Teze,NED,DF,25-335,1999,1.5,85,113,75.2,1274,528,42,47,89.4,37,52,71.2,2,6,33.3,0,0.0,0.1,0.0,0,7,5,0,12
FRA-Ligue 1,2025-26,Monaco,Kassoum Ouattara,FRA,DF,20-321,2004,0.1,5,8,62.5,65,28,5,5,100.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2025-26,Monaco,Lamine Camara,SEN,MF,21-242,2004,1.7,113,131,86.3,1814,364,61,66,92.4,41,46,89.1,9,16,56.3,1,0.4,0.3,0.6,4,13,0,0,11
FRA-Ligue 1,2025-26,Monaco,Lukáš Hrádecký,FIN,GK,35-280,1989,2.0,53,74,71.6,1205,851,15,15,100.0,26,26,100.0,12,32,37.5,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Monaco,Maghnes Akliouche,FRA,"FW,MF",23-187,2002,2.0,92,115,80.0,1478,356,49,55,89.1,29,37,78.4,10,11,90.9,0,0.3,0.3,-0.3,2,10,5,1,10
FRA-Ligue 1,2025-26,Monaco,Mika Biereth,DEN,FW,22-204,2003,1.1,14,25,56.0,179,24,8,15,53.3,5,8,62.5,0,0,,0,0.0,0.1,0.0,0,0,1,0,2
FRA-Ligue 1,2025-26,Monaco,Paris Brunner,GER,FW,19-197,2006,0.1,1,3,33.3,11,0,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Monaco,Takumi Minamino,JPN,"MF,FW",30-227,1995,1.7,20,32,62.5,220,40,15,21,71.4,4,6,66.7,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,2
FRA-Ligue 1,2025-26,Monaco,Vanderson,BRA,DF,24-071,2001,0.5,27,34,79.4,481,228,9,11,81.8,17,20,85.0,1,1,100.0,0,0.4,0.2,-0.4,1,1,1,1,2
FRA-Ligue 1,2025-26,Nantes,Amady Camara,MLI,FW,20-095,2005,0.2,3,9,33.3,58,23,1,3,33.3,2,5,40.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1
FRA-Ligue 1,2025-26,Nantes,Anthony Lopes,POR,GK,34-334,1990,3.0,130,161,80.7,3324,1952,20,20,100.0,83,83,100.0,27,58,46.6,0,0.0,0.0,0.0,0,1,0,0,1
FRA-Ligue 1,2025-26,Nantes,Bahereba Guirassy,FRA,"MF,FW",19-002,2006,2.0,26,45,57.8,400,179,13,16,81.3,12,18,66.7,0,1,0.0,1,0.4,0.0,0.6,1,1,1,0,3
FRA-Ligue 1,2025-26,Nantes,Chidozie Awaziem,NGA,DF,28-242,1997,3.0,171,198,86.4,3458,1240,51,57,89.5,98,104,94.2,21,32,65.6,0,0.0,0.0,0.0,0,5,0,0,2
FRA-Ligue 1,2025-26,Nantes,Dehmaine Assoumani,FRA,"FW,MF",20-136,2005,0.2,3,4,75.0,28,0,2,2,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Nantes,Francis Coquelin,FRA,MF,34-110,1991,1.5,55,65,84.6,909,213,24,29,82.8,26,28,92.9,3,5,60.0,0,0.0,0.0,0.0,0,3,0,0,4
FRA-Ligue 1,2025-26,Nantes,Hong Hyunseok,KOR,MF,26-076,1999,1.3,31,43,72.1,435,123,22,25,88.0,7,12,58.3,2,5,40.0,0,0.0,0.0,0.0,0,6,0,0,5
FRA-Ligue 1,2025-26,Nantes,Johann Lepenant,FRA,MF,22-313,2002,2.9,63,82,76.8,1208,426,23,27,85.2,27,29,93.1,11,20,55.0,0,0.1,0.1,-0.1,3,9,2,0,13
FRA-Ligue 1,2025-26,Nantes,Kelvin Amian,FRA,DF,27-204,1998,3.0,88,119,73.9,1371,471,42,49,85.7,43,55,78.2,2,10,20.0,0,0.0,0.1,0.0,0,6,1,0,11
FRA-Ligue 1,2025-26,Nantes,Kwon Hyeokkyu,KOR,MF,24-171,2001,1.5,38,43,88.4,749,105,10,10,100.0,24,26,92.3,4,6,66.7,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2025-26,Nantes,Louis Leroux,FRA,MF,19-220,2006,2.0,42,56,75.0,666,224,18,21,85.7,22,27,81.5,1,4,25.0,0,0.0,0.1,0.0,1,4,1,1,7
FRA-Ligue 1,2025-26,Nantes,Matthis Abline,FRA,"MF,FW",22-156,2003,1.0,8,15,53.3,148,41,2,3,66.7,4,7,57.1,1,1,100.0,0,0.0,0.0,0.0,1,1,1,1,0
FRA-Ligue 1,2025-26,Nantes,Mostafa Mohamed,EGY,FW,27-276,1997,2.8,24,43,55.8,290,36,16,24,66.7,6,11,54.5,1,3,33.3,0,0.0,0.0,0.0,2,1,1,0,1
FRA-Ligue 1,2025-26,Nantes,Nicolas Cozza,FRA,DF,26-235,1999,3.0,81,111,73.0,1562,656,28,35,80.0,43,49,87.8,9,22,40.9,0,0.0,0.0,0.0,0,1,0,0,4
FRA-Ligue 1,2025-26,Nantes,Tylel Tati,FRA,DF,17-224,2008,3.0,132,150,88.0,2642,557,36,38,94.7,88,95,92.6,8,16,50.0,0,0.0,0.0,0.0,1,1,0,0,3
FRA-Ligue 1,2025-26,Nantes,Yassine Benhattab,FRA,"MF,FW",22-286,2002,2.5,53,73,72.6,796,199,31,35,88.6,17,25,68.0,3,9,33.3,0,0.3,0.1,-0.3,4,2,2,1,7
FRA-Ligue 1,2025-26,Nantes,Youssef El-Arabi,MAR,MF,38-209,1987,0.1,0,3,0.0,0,0,0,3,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Nice,Abdulai Juma Bah,SLE,DF,19-142,2006,2.0,133,145,91.7,2197,779,57,59,96.6,69,72,95.8,5,12,41.7,0,0.2,0.3,-0.2,1,7,0,0,3
FRA-Ligue 1,2025-26,Nice,Antoine Mendy,SEN,DF,21-096,2004,2.0,128,150,85.3,1905,676,68,70,97.1,47,56,83.9,6,12,50.0,0,0.0,0.0,0.0,0,12,0,0,13
FRA-Ligue 1,2025-26,Nice,Badredine Bouanani,ALG,MF,20-266,2004,1.0,38,52,73.1,464,77,25,29,86.2,10,15,66.7,0,3,0.0,0,0.1,0.3,-0.1,1,0,3,0,3
FRA-Ligue 1,2025-26,Nice,Bernard Nguene,CMR,FW,19-027,2006,0.2,4,5,80.0,70,0,2,2,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Nice,Bilal Brahimi,ALG,FW,25-170,2000,0.0,3,5,60.0,34,8,2,2,100.0,1,1,100.0,0,2,0.0,0,0.2,0.1,-0.2,1,0,0,0,0
FRA-Ligue 1,2025-26,Nice,Hamza Koutoune,MAR,DF,18-348,2006,0.0,5,6,83.3,34,2,3,3,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Nice,Hicham Boudaoui,ALG,MF,25-342,1999,2.0,72,88,81.8,969,268,45,48,93.8,21,25,84.0,3,9,33.3,0,0.1,0.2,-0.1,3,7,2,1,10
FRA-Ligue 1,2025-26,Nice,Isak Jansson,SWE,MF,23-212,2002,1.5,18,27,66.7,223,76,12,13,92.3,5,8,62.5,0,2,0.0,0,0.0,0.0,0.0,0,2,0,0,4
FRA-Ligue 1,2025-26,Nice,Jeremie Boga,CIV,MF,28-240,1997,1.0,31,42,73.8,413,84,23,27,85.2,4,7,57.1,3,4,75.0,0,0.2,0.2,-0.2,3,1,1,0,3
FRA-Ligue 1,2025-26,Nice,Jonathan Clauss,FRA,DF,32-340,1992,1.0,53,68,77.9,724,323,33,36,91.7,15,19,78.9,3,8,37.5,0,0.0,0.1,0.0,1,5,2,0,7
FRA-Ligue 1,2025-26,Nice,Kevin Carlos,ESP,FW,24-143,2001,0.8,5,8,62.5,75,8,1,2,50.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Nice,Kojo Peprah Oppong,GHA,DF,21-088,2004,2.0,97,106,91.5,1341,511,57,63,90.5,32,32,100.0,4,7,57.1,0,0.0,0.0,0.0,2,10,1,0,11
FRA-Ligue 1,2025-26,Nice,Melvin Bard,FRA,DF,24-298,2000,2.0,75,93,80.6,1145,334,44,48,91.7,26,31,83.9,5,10,50.0,0,0.0,0.1,0.0,0,5,3,3,4
FRA-Ligue 1,2025-26,Nice,Pablo Rosario,DOM,MF,28-236,1997,0.3,15,17,88.2,197,89,11,11,100.0,4,5,80.0,0,0,,0,0.1,0.0,-0.1,1,2,0,0,2
FRA-Ligue 1,2025-26,Nice,Salis Abdul Samed,GHA,MF,25-158,2000,0.9,38,39,97.4,402,82,30,31,96.8,4,4,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1
FRA-Ligue 1,2025-26,Nice,Sofiane Diop,FRA,MF,25-083,2000,0.5,27,31,87.1,482,189,14,15,93.3,10,11,90.9,3,4,75.0,0,0.2,0.5,-0.2,1,5,2,0,10
FRA-Ligue 1,2025-26,Nice,Terem Moffi,NGA,FW,26-098,1999,1.0,16,22,72.7,155,35,9,12,75.0,3,3,100.0,0,0,,0,0.1,0.1,-0.1,2,0,2,0,3
FRA-Ligue 1,2025-26,Nice,Tom Louchet,FRA,"DF,MF",22-119,2003,1.8,65,80,81.3,975,357,45,51,88.2,13,17,76.5,7,9,77.8,2,1.3,0.4,0.7,6,5,2,1,5
FRA-Ligue 1,2025-26,Nice,Yehvann Diouf,SEN,GK,25-288,1999,2.0,45,50,90.0,892,592,16,16,100.0,23,23,100.0,5,10,50.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Paris FC,Adama Camara,FRA,MF,28-317,1996,0.8,18,19,94.7,311,87,7,7,100.0,9,9,100.0,1,1,100.0,0,0.0,0.0,0.0,1,2,0,0,2
FRA-Ligue 1,2025-26,Paris FC,Alimani Gory,MLI,"FW,MF",29-001,1996,0.6,11,12,91.7,165,22,5,5,100.0,6,6,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
FRA-Ligue 1,2025-26,Paris FC,Ilan Kebbal,ALG,"MF,FW",27-053,1998,2.0,103,129,79.8,1797,362,52,56,92.9,36,41,87.8,12,23,52.2,1,0.5,0.3,0.5,3,8,1,0,11
FRA-Ligue 1,2025-26,Paris FC,Jean-Philippe Krasso,CIV,FW,28-045,1997,1.0,10,15,66.7,167,31,5,6,83.3,2,4,50.0,2,3,66.7,0,0.0,0.0,0.0,0,2,0,0,1
FRA-Ligue 1,2025-26,Paris FC,Julien López,ALG,"FW,MF",33-183,1992,0.3,5,8,62.5,52,11,3,4,75.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1
FRA-Ligue 1,2025-26,Paris FC,Lohann Doucet,FRA,MF,22-351,2002,0.9,38,41,92.7,756,117,14,15,93.3,17,17,100.0,6,6,100.0,0,0.1,0.0,-0.1,3,4,1,0,9
FRA-Ligue 1,2025-26,Paris FC,Mathieu Cafaro,FRA,"MF,DF",28-159,1997,0.2,9,11,81.8,144,12,5,6,83.3,4,4,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,1
FRA-Ligue 1,2025-26,Paris FC,Maxime Lopez,FRA,MF,27-270,1997,2.0,173,197,87.8,2845,902,80,82,97.6,73,82,89.0,12,21,57.1,0,0.4,0.6,-0.4,3,19,1,0,24
FRA-Ligue 1,2025-26,Paris FC,Moses Simon,NGA,"MF,FW",30-050,1995,1.5,25,36,69.4,376,100,15,17,88.2,6,8,75.0,3,8,37.5,0,0.2,0.1,-0.2,1,1,2,1,4
FRA-Ligue 1,2025-26,Paris FC,Moustapha Mbow,SEN,DF,25-176,2000,2.0,113,122,92.6,2275,818,38,40,95.0,59,60,98.3,15,20,75.0,0,0.0,0.0,0.0,0,9,0,0,8
FRA-Ligue 1,2025-26,Paris FC,Nhoa Sangui,FRA,DF,19-185,2006,1.9,84,100,84.0,1317,405,42,44,95.5,39,46,84.8,3,8,37.5,0,0.1,0.1,-0.1,3,3,2,1,8
FRA-Ligue 1,2025-26,Paris FC,Nouha Dicko,MLI,FW,33-109,1992,0.1,1,1,100.0,8,8,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Paris FC,Obed Nkambadio,FRA,GK,22-205,2003,2.0,60,66,90.9,1273,828,16,16,100.0,32,32,100.0,11,17,64.7,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Paris FC,Otavio Ataide,BRA,DF,23-132,2002,1.0,53,60,88.3,1185,402,11,12,91.7,34,34,100.0,8,14,57.1,0,0.0,0.0,0.0,0,3,0,0,4
FRA-Ligue 1,2025-26,Paris FC,Pierre-Yves Hamel,FRA,FW,31-209,1994,0.9,6,9,66.7,73,2,5,6,83.3,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Paris FC,Samir Chergui,FRA,DF,26-206,1999,2.0,82,90,91.1,1273,374,45,49,91.8,29,32,90.6,6,6,100.0,0,0.2,0.2,-0.2,1,5,0,0,6
FRA-Ligue 1,2025-26,Paris FC,Timothée Kolodziejczak,FRA,DF,33-334,1991,0.9,74,81,91.4,1466,736,21,22,95.5,47,51,92.2,6,8,75.0,0,0.0,0.1,0.0,1,6,1,0,6
FRA-Ligue 1,2025-26,Paris FC,Vincent Marchetti,FRA,MF,28-058,1997,1.2,44,50,88.0,737,175,19,20,95.0,22,22,100.0,2,7,28.6,0,0.0,0.0,0.0,1,2,0,0,6
FRA-Ligue 1,2025-26,Paris FC,Willem Geubbels,FRA,FW,24-015,2001,0.7,5,6,83.3,66,12,5,5,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
FRA-Ligue 1,2025-26,Paris S-G,Achraf Hakimi,MAR,DF,26-300,1998,2.3,236,260,90.8,3049,575,137,146,93.8,66,74,89.2,11,12,91.7,0,0.3,0.4,-0.3,3,18,3,1,19
FRA-Ligue 1,2025-26,Paris S-G,Bradley Barcola,FRA,FW,22-363,2002,2.6,91,104,87.5,1185,197,60,65,92.3,21,23,91.3,4,6,66.7,0,0.3,0.4,-0.3,6,5,4,0,8
FRA-Ligue 1,2025-26,Paris S-G,Désiré Doué,FRA,"FW,MF",20-089,2005,1.9,86,105,81.9,1148,238,60,68,88.2,20,25,80.0,3,6,50.0,0,0.3,0.2,-0.3,6,3,2,0,10
FRA-Ligue 1,2025-26,Paris S-G,Fabián Ruiz Peña,ESP,MF,29-150,1996,2.7,293,320,91.6,4678,1398,161,166,97.0,103,112,92.0,22,30,73.3,1,0.3,0.5,0.7,4,45,7,0,29
FRA-Ligue 1,2025-26,Paris S-G,Gonçalo Ramos,POR,FW,24-072,2001,1.4,22,27,81.5,276,27,13,15,86.7,5,7,71.4,1,1,100.0,0,0.0,0.1,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Paris S-G,Ibrahim Mbaye,FRA,FW,17-219,2008,1.0,72,85,84.7,877,71,50,55,90.9,17,21,81.0,1,4,25.0,0,0.2,0.2,-0.2,2,1,2,0,2
FRA-Ligue 1,2025-26,Paris S-G,Illia Zabarnyi,UKR,DF,22-364,2002,2.0,149,159,93.7,2641,1140,62,67,92.5,78,81,96.3,8,9,88.9,0,0.0,0.0,0.0,0,17,0,0,8
FRA-Ligue 1,2025-26,Paris S-G,João Neves,POR,MF,20-338,2004,1.7,161,167,96.4,2423,328,87,91,95.6,62,63,98.4,8,8,100.0,0,0.0,0.1,0.0,0,12,1,0,10
FRA-Ligue 1,2025-26,Paris S-G,Khvicha Kvaratskhelia,GEO,"DF,FW",24-200,2001,0.5,21,23,91.3,283,50,12,12,100.0,6,6,100.0,1,1,100.0,0,0.0,0.1,0.0,0,0,0,0,3
FRA-Ligue 1,2025-26,Paris S-G,Lee Kang-in,KOR,"MF,FW",24-193,2001,0.8,77,88,87.5,1507,279,30,34,88.2,36,39,92.3,9,11,81.8,0,0.2,0.5,-0.2,3,7,3,1,12
FRA-Ligue 1,2025-26,Paris S-G,Lucas Beraldo,BRA,DF,21-280,2003,2.0,169,174,97.1,2506,1127,100,102,98.0,55,56,98.2,10,11,90.9,0,0.0,0.1,0.0,0,13,0,0,9
FRA-Ligue 1,2025-26,Paris S-G,Lucas Chevalier,FRA,GK,23-298,2001,3.0,59,64,92.2,1301,897,16,16,100.0,36,36,100.0,7,12,58.3,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Paris S-G,Lucas Hernández,FRA,DF,29-198,1996,0.7,47,54,87.0,802,137,22,25,88.0,21,23,91.3,4,6,66.7,0,0.0,0.0,0.0,0,5,0,0,5
FRA-Ligue 1,2025-26,Paris S-G,Marquinhos,BRA,DF,31-109,1994,1.0,97,102,95.1,1774,494,38,40,95.0,43,44,97.7,13,15,86.7,0,0.0,0.1,0.0,0,24,0,0,8
FRA-Ligue 1,2025-26,Paris S-G,Nuno Mendes,POR,DF,23-073,2002,1.8,144,162,88.9,2474,517,79,84,94.0,44,47,93.6,16,23,69.6,1,0.2,0.2,0.8,2,20,0,0,10
FRA-Ligue 1,2025-26,Paris S-G,Ousmane Dembélé,FRA,FW,28-108,1997,2.0,145,170,85.3,2322,593,85,98,86.7,43,52,82.7,13,14,92.9,1,1.0,0.5,0.0,9,15,4,1,19
FRA-Ligue 1,2025-26,Paris S-G,Vitinha,POR,MF,25-199,2000,2.5,327,345,94.8,5783,1372,145,147,98.6,145,152,95.4,30,35,85.7,0,0.2,0.5,-0.2,3,50,3,0,29
FRA-Ligue 1,2025-26,Paris S-G,Warren Zaïre-Emery,FRA,"MF,DF",19-176,2006,1.8,162,174,93.1,2278,503,98,101,97.0,54,55,98.2,5,7,71.4,0,0.1,0.4,-0.1,3,20,4,0,26
FRA-Ligue 1,2025-26,Paris S-G,Willian Pacho,ECU,DF,23-319,2001,1.5,111,114,97.4,1914,806,43,45,95.6,61,62,98.4,4,4,100.0,0,0.0,0.1,0.0,0,13,1,0,7
FRA-Ligue 1,2025-26,Rennes,Abdelhamid Ait Boudlal,MAR,DF,19-137,2006,0.3,11,12,91.7,228,104,3,3,100.0,6,6,100.0,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2025-26,Rennes,Alidu Seidu,GHA,DF,25-088,2000,0.2,15,17,88.2,268,75,7,7,100.0,6,7,85.7,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,1
FRA-Ligue 1,2025-26,Rennes,Anthony Rouault,FRA,DF,24-094,2001,2.0,85,97,87.6,1497,582,34,37,91.9,45,46,97.8,5,12,41.7,0,0.0,0.0,0.0,0,3,0,0,3
FRA-Ligue 1,2025-26,Rennes,Brice Samba,FRA,GK,31-128,1994,2.0,78,107,72.9,2252,1467,6,6,100.0,44,44,100.0,28,57,49.1,0,0.0,0.0,0.0,0,2,0,0,0
FRA-Ligue 1,2025-26,Rennes,Christopher Wooh,CMR,DF,23-347,2001,0.7,18,19,94.7,289,74,9,9,100.0,8,9,88.9,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,0
FRA-Ligue 1,2025-26,Rennes,Djaoui Cissé,FRA,MF,21-212,2004,0.3,8,12,66.7,130,27,3,4,75.0,5,6,83.3,0,2,0.0,0,0.0,0.0,0.0,0,2,0,0,1
